longitude,airport,c_city,location_text,changelog_entry,portHarbor,PORT_HARBOR,airport_2,service_level_agreement,latitude,sku_product_code,templatePattern,AIRPORT,relationship_type,percentage,kobirc16,modified_by,landmarkPoi,var_407,relationshipType,country,country_2,time_zone,xls56,LATITUDE,artwork_creative_work,LANDMARK_POI,locationText,field_dr,continent,dock,filter_predicate,luminosityBrightness,district_borough,timeZone,probability_confidence,landmark,iso_country_code,uptime_availability,industrySector,address_line,airport_3,attr_credi,regionStateProvince,measlat,f_finge,legalEntityIdentifier,pressure,median,voiceprint,meta_nncf,ekvg19,geographicCoordinates,v_149,COUNTRY,val_add,v_fr,TIME_ZONE,cityTown,timestamp,user_landmark_poi,airport_4,tz,addrline,raw_airport,encoding,CONTINENT,airport_6,landmark_poi_6,dim_106,latitude_2,isoCountryCode,xocqfl7,LOCATION_TEXT,v_586,ISO_COUNTRY_CODE,longitude_2,period_interval,continent_2,country_3,duration,record_type_discriminator,nullable_flag,CITY_TOWN,utc_offset,investment_account,user_continent,checksum_hash,fact_time_zone,GEOGRAPHIC_COORDINATES,loctxt,isocc,etnbn54
138.944297,CDG,Tokyo,"Chicago, Netherlands",v2.1.75: Fixed bug in API.,Hamburg,Rotterdam,CDG,99.238% uptime,49.520685,ITQ-6410,Hello {{name}},ORD,Manager,40.86%,"36.997543, 162.823756",liam.moore,Central Park,Rotterdam,Spouse,Singapore,Canada,EST,North America,74.01463,Water Lilies,Big Ben,"Paris, France",TX,North America,Hamburg,type > 'active',17508.8,Downtown,JST,0.4908,Central Park,DE,95.4947,Technology,4732 Elm St,SFO,637,GA,50.057184,fp_be01f20040bab843,SJA0ZJ37HCQ5B9LCLWYQ,363.0,-97.2525,voice_0cfed68cdecea650.wav,9195 Maple Dr,Golden Gate Bridge,"-40.198567, 19.895592",Rotterdam,Japan,6034 Pine Rd,BP 146/86 HR 84,Europe/London,Berlin,2026-11-17 08:16:16,Golden Gate Bridge,LHR,JST,5023 Maple Dr,JFK,ISO-8859-1,Asia,SIN,Big Ben,2026-02-12,34.04455,AU,SIN,"Seattle, Australia",Europe,JP,92.517818,Q1 2024,Africa,Mexico,11625,insert,NO,Berlin,JST,INV-775056,Oceania,e5b85f3de615d98d604d2838e7604554303dd264b2e4f1ab42708f48abd54f72,EST,"-83.833385, 160.392195","San Francisco, Switzerland",BR,America/New_York
-1.916661,JFK,Boston,"Miami, Switzerland",v2.19.31: Fixed bug in caching.,Busan,Busan,LHR,99.312% uptime,12.811728,EWB-1308,Hello {{name}},LHR,Sibling,82.35%,"64.977373, 33.69031",robert.brown,Statue of Liberty,Hamburg,Spouse,Norway,Italy,UTC,Asia,-71.530987,Water Lilies,Golden Gate Bridge,"Chicago, Italy",NY,Antarctica,Busan,date > '2024',3945.0,East Side,PST,0.5868,Statue of Liberty,IN,98.2596,Finance,9222 Maple Dr,SIN,496,GA,59.608742,fp_ee10efe3b7132c0f,ST2L873CJXSYHBZ2JMSF,764.0,-52.5348,voice_64a3b546e8491835.wav,2452 Maple Dr,Eiffel Tower,"-7.375577, -51.093624",Hamburg,India,4316 Pine Rd,BP 173/61 HR 74,Europe/London,Boston,2019-05-14T20:02:20Z,Central Park,JFK,CET,8653 Elm St,SFO,Latin-1,Africa,LAX,Golden Gate Bridge,2019-12-18,-71.912417,BR,CDG,"Phoenix, Switzerland",Oceania,MX,-108.673427,Q1 2024,Antarctica,United Kingdom,41297,insert,false,Seattle,JST,INV-891690,Oceania,d2e436957e3c240678726c1a49c6d52bd73aaf176b6663b3267d90543f4cadcd,UTC,"1.627116, -67.576122","Tokyo, Canada",JP,UTC
140.457498,LAX,Dallas,"Denver, Sweden",v0.6.82: Added support for API.,Shanghai,Port of LA,LAX,99.866% uptime,49.543525,UXF-7074,Order #{{id}},SIN,Parent,25.55%,"36.991467, 123.907474",amy.martinez,Central Park,Busan,Spouse,Australia,South Korea,UTC,North America,-34.262873,Starry Night,Eiffel Tower,"Toronto, Brazil",TX,Antarctica,Busan,status = '2024',59395.9,North Shore,America/New_York,0.624,Golden Gate Bridge,MX,96.2994,Retail,9614 Cedar Ln,SIN,469,PA,-25.87977,fp_1ddca32333aae95c,RF7J2WORE8L5PEZP8N1U,673.5,86.5495,voice_dd4a5de476a769be.wav,7181 Park Blvd,Central Park,"17.630804, -137.754495",Busan,Netherlands,6953 Oak Ave,BP 171/82 HR 63,EST,Seattle,2022-04-03T17:45:10Z,Central Park,LHR,PST,2497 Park Blvd,SIN,UTF-8,Antarctica,SIN,Central Park,2024-10-16,-58.985437,JP,SFO,"Los Angeles, Switzerland",Africa,IN,-112.867022,Jan-Mar,Europe,Mexico,85816,insert,NO,Toronto,EST,INV-229814,Antarctica,f3a04478a7d9f1ad130322a31f7d1ab4de752f7d1866fe4a27355a34b550c0e3,America/New_York,"11.011363, -47.433702","Phoenix, Brazil",FR,America/New_York
4.592109,CDG,San Francisco,"Miami, Mexico",v5.9.61: Fixed bug in authentication.,Singapore,Singapore,LAX,99.087% uptime,27.08774,BFX-5830,Dear {{customer}},ORD,Child,47.99%,"-40.980566, 116.602754",mason.wright,Statue of Liberty,Hamburg,Parent,United States,France,PST,South America,38.250099,Water Lilies,Statue of Liberty,"Los Angeles, Mexico",IL,North America,Busan,type < 'prod',99747.2,Midtown,UTC,0.6768,Central Park,IN,96.7863,Energy,7865 Park Blvd,JFK,497,CA,78.420338,fp_159eab633c913e94,G77ND1JBAJ6F8GAY8GOF,1693.4,90.7278,voice_ae66fdc4f18f8c72.wav,674 Oak Ave,Central Park,"-81.480548, -58.333852",Hamburg,Israel,4789 Pine Rd,BP 180/61 HR 69,Europe/London,Miami,2023-10-15T19:45:32Z,Central Park,CDG,UTC,6809 Oak Ave,SFO,Latin-1,North America,NRT,Golden Gate Bridge,2018-05-07,-83.757104,IN,LHR,"Berlin, Japan",Oceania,MX,161.67434,2020-2025,Europe,Italy,9860,update,YES,Miami,Europe/London,INV-988468,Africa,14560c63d5b04c700d6e8ef1c677ff012a41d8a28103409ebad2da692f57caa6,America/New_York,"51.932641, 144.092796","London, Canada",FR,PST
-72.450868,ORD,New York,"Chicago, India",v1.19.58: Removed caching.,Rotterdam,Rotterdam,LAX,99.717% uptime,-58.943972,NWN-1722,{{date}} - {{event}},LHR,Manager,49.74%,"-30.173648, 80.332762",aiden.garcia,Golden Gate Bridge,Hamburg,Child,France,Canada,PST,Asia,-57.759453,Starry Night,Eiffel Tower,"New York, Norway",MA,Antarctica,Singapore,type != '2024',2176.2,North Shore,JST,0.9236,Statue of Liberty,JP,95.195,Technology,8366 Park Blvd,CDG,595,CO,-10.664683,fp_911980c3a20ddb84,JLHZVUZ9SQZ416HXX5WK,1091.1,-83.894,voice_88e3bcf84cdc7876.wav,8761 Cedar Ln,Golden Gate Bridge,"-5.353269, 131.678794",Hamburg,Singapore,673 Main St,BP 165/77 HR 87,EST,Austin,2021-06-13 11:53:43,Eiffel Tower,LAX,PST,1881 Park Blvd,LHR,UTF-16,Europe,ORD,Eiffel Tower,2019-04-16,-35.711923,BR,NRT,"Seattle, Norway",South America,CA,-171.608924,Jan-Mar,South America,Mexico,2400,delete,false,Denver,PST,INV-752324,Europe,c0d795911fe3fa412fef247fa88e924850d790a1ad3decdbe5065fb435b3646d,JST,"-61.671598, 46.198535","San Francisco, India",CA,EST
-126.837003,LHR,Atlanta,"Dallas, United States",v3.6.4: Added support for caching.,Hamburg,Rotterdam,CDG,99.871% uptime,82.784316,VAU-3865,Order #{{id}},LHR,Spouse,23.43%,"64.198941, 124.946301",noah.thompson,Eiffel Tower,Shanghai,Sibling,Sweden,France,UTC,Asia,5.909797,Starry Night,Central Park,"Paris, Netherlands",MA,North America,Singapore,status = 'prod',7711.1,West End,UTC,0.6575,Eiffel Tower,BR,98.5628,Energy,8461 Elm St,ORD,849,CO,35.85166,fp_9d4cdfafeefc092b,V6OVU39KXDX28LVBHIRU,757.6,42.3137,voice_de72de239035cf9b.wav,3073 Maple Dr,Big Ben,"-64.677794, -171.604428",Rotterdam,Spain,717 Maple Dr,BP 175/69 HR 95,PST,Austin,2026-01-08 19:20:34,Big Ben,SIN,EST,199 Main St,CDG,ISO-8859-1,Antarctica,ORD,Eiffel Tower,2021-02-21,-1.241204,AU,SIN,"Miami, Netherlands",North America,AU,-18.238371,Q1 2024,North America,Switzerland,53903,update,YES,Seattle,Europe/London,INV-179704,Asia,ac7879adff7735c3e890fd48d8d34d599f337488127449040d0507ceb16fbac8,Europe/London,"15.839117, 102.533462","Toronto, United Kingdom",AU,UTC
-97.029575,CDG,Dallas,"Dallas, Sweden",v2.6.65: Removed authentication.,Port of LA,Port of LA,JFK,99.245% uptime,64.205683,ZQP-4991,Order #{{id}},SIN,Spouse,64.46%,"10.436052, 10.775424",harper.walker,Central Park,Shanghai,Sibling,Netherlands,Australia,CET,Asia,-0.4016,Starry Night,Eiffel Tower,"Denver, Norway",WA,North America,Shanghai,status > 'active',32246.6,East Side,PST,0.5067,Eiffel Tower,FR,96.2177,Energy,1253 Pine Rd,NRT,436,NY,15.428409,fp_8a331871b93cd28c,7MMAN1OGA18KABGZ0D0A,1146.4,81.7885,voice_1e32c9a046131ee2.wav,9788 Maple Dr,Statue of Liberty,"55.999987, 165.107005",Singapore,France,9111 Park Blvd,BP 148/110 HR 76,America/New_York,Boston,2025-09-28T03:32:53Z,Big Ben,NRT,CET,5665 Elm St,SIN,UTF-8,South America,ORD,Golden Gate Bridge,2021-06-04,-26.399596,JP,SFO,"Denver, Switzerland",Europe,MX,128.298409,Jan-Mar,Oceania,India,78686,update,true,Miami,CET,INV-138933,Oceania,044661ae03c1316aecc1bfeafb4157f6b625caa867bf4dcf3ddc4f9f4d6db1f0,PST,"81.013327, -88.18135","Atlanta, Singapore",MX,UTC
35.701207,LHR,Seattle,"Toronto, India",v0.7.67: Removed caching.,Port of LA,Hamburg,SIN,99.292% uptime,56.098178,FEA-1534,Dear {{customer}},SFO,Spouse,10.46%,"87.580522, 111.520719",olivia.garcia,Eiffel Tower,Busan,Sibling,Sweden,Mexico,EST,North America,-71.935702,The Persistence of Memory,Golden Gate Bridge,"Seattle, Spain",CO,Africa,Shanghai,type > '2024',67492.4,North Shore,EST,0.8905,Eiffel Tower,US,96.2672,Technology,3891 Pine Rd,ORD,679,GA,56.004366,fp_36a929d951ae5389,RPYKK8G4WEI0N4VJHZZF,344.4,-66.023,voice_57caa13bae4c4f5a.wav,2662 Maple Dr,Eiffel Tower,"26.655639, -95.340614",Shanghai,Switzerland,9866 Maple Dr,BP 141/67 HR 93,Europe/London,Dallas,2018-03-08T03:15:17Z,Golden Gate Bridge,SIN,EST,6085 Park Blvd,NRT,Latin-1,South America,LHR,Eiffel Tower,2020-11-07,26.651293,BR,ORD,"Boston, United States",Europe,MX,18.906201,2020-2025,Asia,Germany,24773,insert,true,Austin,EST,INV-464548,Europe,ca02e884482a652a45b32eaacdd800ebc9fa3b48fbbd2fe32c481e7a1783a1e1,PST,"35.032817, -172.327912","San Francisco, Norway",FR,PST
-69.595189,LHR,Boston,"London, India",v2.10.99: Improved API.,Port of LA,Port of LA,SIN,99.863% uptime,54.189818,JFW-9952,Dear {{customer}},LAX,Spouse,37.41%,"-6.593416, -99.823566",emily.wright,Central Park,Hamburg,Sibling,South Korea,Brazil,PST,Europe,71.888329,The Scream,Central Park,"Phoenix, Germany",IL,South America,Shanghai,status > 'active',85442.1,South Bay,PST,0.5239,Eiffel Tower,CA,99.8513,Retail,2052 Park Blvd,NRT,725,GA,53.423078,fp_d0a85e1d3d114008,NBU3F8IV2Z6RCXG7R00I,1582.3,77.547,voice_542e944ed8a23c2c.wav,5736 Maple Dr,Big Ben,"56.649693, 82.376611",Port of LA,Switzerland,1788 Main St,BP 150/102 HR 78,CET,Chicago,2020-03-24T18:12:54Z,Central Park,SIN,UTC,72 Cedar Ln,LHR,ASCII,South America,LAX,Golden Gate Bridge,2018-02-10,7.361391,JP,NRT,"London, United Kingdom",Oceania,JP,107.697095,Jan-Mar,Asia,Singapore,14606,update,false,London,CET,INV-188488,Asia,dc1604cc26fb90e3d4e799e849423a22d3dce9e5b4c8d74e9beaf0b4fd10fe90,EST,"31.045152, 104.963836","Seattle, Italy",IN,PST
92.452967,SFO,Sydney,"Phoenix, Israel",v3.14.23: Fixed bug in caching.,Shanghai,Port of LA,CDG,99.341% uptime,30.278209,HRI-1916,Order #{{id}},SFO,Manager,55.86%,"-87.057009, -44.473938",john.anderson,Golden Gate Bridge,Port of LA,Manager,United Kingdom,Israel,EST,Antarctica,-29.291864,Starry Night,Statue of Liberty,"Austin, France",IL,Africa,Port of LA,status != 'active',5572.1,Downtown,PST,0.1662,Golden Gate Bridge,JP,95.5748,Energy,4752 Maple Dr,JFK,707,IL,48.049113,fp_2503626099783391,32DHXLVT0DUJ12Z1V7IP,507.2,-87.0152,voice_237fe703e2ae566e.wav,6871 Cedar Ln,Golden Gate Bridge,"5.726467, -77.558386",Busan,Spain,3710 Maple Dr,BP 118/73 HR 113,EST,Dallas,2023-11-19 17:27:13,Eiffel Tower,LHR,UTC,9349 Elm St,JFK,UTF-8,Europe,LHR,Statue of Liberty,2020-05-11,53.503457,IN,ORD,"Tokyo, Australia",Oceania,US,100.255243,Q1 2024,South America,Norway,54686,delete,NO,Seattle,Europe/London,INV-479518,Africa,596df2476aa5dcc4622e3b1751af2f137d4b46287543af22b1fa65b5741c96b6,America/New_York,"56.663683, -112.144667","Tokyo, Norway",CA,EST
-178.732696,NRT,Los Angeles,"Denver, Australia",v1.16.70: Added support for logging.,Hamburg,Singapore,SFO,99.982% uptime,86.461573,YYE-9557,Hello {{name}},JFK,Peer,41.92%,"63.384945, -122.759637",liam.smith,Golden Gate Bridge,Busan,Parent,India,Switzerland,JST,Asia,50.732389,Starry Night,Central Park,"Phoenix, Italy",TX,North America,Busan,date IN '2024',85698.1,Downtown,JST,0.9937,Statue of Liberty,AU,98.9372,Healthcare,7632 Elm St,SFO,805,CO,3.281878,fp_c25bbf49bb0e4bac,QSRMYPLUMPQH3A3X4YK6,1280.8,-12.5578,voice_76ec4a833ad73700.wav,1620 Park Blvd,Golden Gate Bridge,"48.090998, -126.37717",Hamburg,Japan,3387 Pine Rd,BP 121/110 HR 119,America/New_York,Dallas,2025-06-09T18:42:47Z,Statue of Liberty,LHR,CET,9508 Elm St,JFK,Latin-1,Asia,LAX,Statue of Liberty,2020-06-07,17.158928,FR,LAX,"Miami, South Korea",Asia,BR,129.790369,Jan-Mar,Antarctica,Japan,76654,upsert,YES,Denver,Europe/London,INV-320751,Oceania,85b9936843bfbeba8d26bff0c74cd73cfb2f7a3364c78a156bd19783fc0c4ecc,PST,"-49.47926, -123.043341","Portland, Switzerland",MX,JST
100.115315,CDG,Portland,"London, Brazil",v1.0.20: Fixed bug in logging.,Port of LA,Shanghai,LHR,99.315% uptime,-37.452336,IQJ-3783,Order #{{id}},JFK,Sibling,52.11%,"57.394049, -127.986825",jennifer.smith,Golden Gate Bridge,Busan,Sibling,Germany,Germany,UTC,Antarctica,-6.099677,The Persistence of Memory,Golden Gate Bridge,"Atlanta, Israel",IL,Asia,Busan,type IN 'active',1234.3,East Side,PST,0.158,Big Ben,CA,96.9044,Manufacturing,8066 Main St,NRT,351,TX,-75.268962,fp_ffacc1e1fed66761,7DLZ6YS1Y0WZAH01PTCH,900.0,-79.0501,voice_fcb29d3c54b78a0b.wav,7252 Elm St,Eiffel Tower,"-33.401774, -166.310223",Busan,Sweden,4277 Maple Dr,BP 177/63 HR 115,CET,Dallas,2020-06-01T19:04:15Z,Big Ben,JFK,Europe/London,3984 Pine Rd,SIN,ISO-8859-1,Oceania,SIN,Central Park,2024-01-02,88.396217,IN,JFK,"London, Canada",Africa,JP,-15.251816,2020-2025,North America,Netherlands,9382,insert,NO,Dallas,UTC,INV-906422,Asia,734f0cd0b223ea23892269b47a874b226cf6b6d9302595a40abe035e8bab546d,Europe/London,"28.878472, -33.928271","Seattle, United States",US,PST
103.278718,LHR,New York,"Chicago, India",v4.15.74: Improved API.,Busan,Shanghai,NRT,99.435% uptime,21.242924,GNK-5409,Dear {{customer}},LHR,Child,83.56%,"-55.739319, 12.401082",richard.taylor,Statue of Liberty,Busan,Sibling,United Kingdom,Australia,JST,North America,2.001614,The Scream,Golden Gate Bridge,"San Francisco, Switzerland",FL,Europe,Singapore,type < '2024',94817.7,Midtown,PST,0.341,Statue of Liberty,IN,99.5552,Finance,4977 Pine Rd,LAX,557,GA,8.302624,fp_0d372da7295deb5c,PCUUX6C5D7U43VZNLZS0,384.8,-69.2079,voice_7dab7ae79fe55889.wav,5104 Elm St,Statue of Liberty,"-5.915271, -110.56568",Shanghai,Australia,2233 Maple Dr,BP 151/69 HR 110,UTC,Miami,2022-11-12T10:09:02Z,Eiffel Tower,LHR,America/New_York,7863 Maple Dr,ORD,UTF-16,North America,LHR,Big Ben,2023-08-11,-56.390244,DE,SFO,"Berlin, Spain",Africa,GB,-77.904886,FY 2025,North America,Germany,43165,snapshot,true,San Francisco,Europe/London,INV-517624,South America,6d38af72823d488669f41f85f3e4e2e28952246b74c25cfe631b1ed85dfc6b30,UTC,"-5.595061, -112.166439","Sydney, India",IN,JST
5.991382,ORD,Toronto,"Boston, United States",v4.1.10: Added support for authentication.,Rotterdam,Port of LA,LHR,99.001% uptime,67.832132,KGU-4938,Hello {{name}},NRT,Peer,11.51%,"18.349781, -26.919133",emma.lee,Eiffel Tower,Hamburg,Spouse,Mexico,Sweden,CET,Oceania,-72.4602,The Scream,Statue of Liberty,"Sydney, Australia",GA,South America,Port of LA,status = 'active',39262.4,Downtown,CET,0.7379,Golden Gate Bridge,GB,95.6607,Retail,2551 Main St,CDG,488,WA,-43.804281,fp_b239cd177a5abbd1,1VPSFJULGXUFLEF0AJTT,419.4,14.947,voice_c8f947850723ced8.wav,1115 Cedar Ln,Big Ben,"-7.052978, 32.646296",Busan,Mexico,7118 Cedar Ln,BP 144/87 HR 110,Europe/London,Seattle,2018-01-05 03:00:07,Central Park,JFK,EST,4701 Pine Rd,LAX,ASCII,Antarctica,JFK,Golden Gate Bridge,2024-08-25,-21.938108,CA,LAX,"Tokyo, Australia",Africa,BR,-149.94567,2020-2025,Europe,United Kingdom,82805,update,YES,Los Angeles,UTC,INV-344498,South America,c5943159fa865d55357984f945bee86ac3cc45a7b594aafd8199582036b6a342,EST,"-19.057029, -51.763506","Portland, Canada",US,America/New_York
36.323034,CDG,Toronto,"Atlanta, Norway",v1.20.11: Fixed bug in API.,Port of LA,Port of LA,JFK,99.947% uptime,48.457991,XSA-9392,Hello {{name}},ORD,Child,36.91%,"69.586237, 106.952233",logan.harris,Golden Gate Bridge,Rotterdam,Peer,Australia,Sweden,America/New_York,Europe,63.040313,The Persistence of Memory,Golden Gate Bridge,"Portland, United Kingdom",NC,Europe,Singapore,type > '2024',92017.6,East Side,America/New_York,0.7641,Golden Gate Bridge,US,98.85,Healthcare,2665 Maple Dr,JFK,445,OH,-56.623877,fp_51f2ecb5f45b5010,4VOSI9GU7NREJT0U9A8F,1207.2,-15.2768,voice_d0cad966e6215e00.wav,9833 Maple Dr,Big Ben,"-38.087983, 128.347626",Busan,Italy,3133 Oak Ave,BP 93/83 HR 117,JST,Houston,2023-10-21T16:47:22Z,Big Ben,SFO,America/New_York,4794 Elm St,JFK,ASCII,North America,SIN,Eiffel Tower,2023-04-13,-15.442489,BR,LHR,"Berlin, Netherlands",Asia,FR,-46.343407,Jan-Mar,Asia,Australia,23641,snapshot,YES,Atlanta,JST,INV-664847,Asia,cb19a3f405d40d47abbb81b8f460c296b8cd170045a7e877ed43a79478ca2480,CET,"69.16903, -109.026436","Dallas, United Kingdom",US,Europe/London
-170.873392,NRT,Boston,"Los Angeles, Netherlands",v3.20.18: Improved API.,Singapore,Busan,SFO,99.282% uptime,-35.291059,VLW-3556,Hello {{name}},CDG,Manager,49.95%,"18.600408, 179.631",michael.garcia,Central Park,Port of LA,Parent,Australia,Germany,America/New_York,North America,70.488056,Water Lilies,Big Ben,"Boston, Australia",MA,Antarctica,Rotterdam,type = 'prod',1631.8,West End,UTC,0.9498,Central Park,GB,99.1433,Manufacturing,4036 Cedar Ln,ORD,838,IL,77.598663,fp_16158d13661a04e9,AOONH1A1O74ZZE35N87Y,402.8,-97.3408,voice_a5d6212205caa04c.wav,5228 Park Blvd,Big Ben,"10.514532, -94.925463",Rotterdam,Sweden,7175 Cedar Ln,BP 109/100 HR 113,JST,Dallas,2021-10-21T00:41:08Z,Golden Gate Bridge,SFO,America/New_York,3558 Cedar Ln,JFK,Latin-1,North America,SFO,Big Ben,2023-10-09,81.112563,CA,ORD,"Tokyo, Japan",Antarctica,AU,-78.558721,Q1 2024,Antarctica,United States,11012,update,YES,London,CET,INV-186861,Antarctica,592d2246758d9967a032eec09d7ab3968099a467ab591a8796f4e887ee55c892,EST,"55.118551, 94.34755","London, Brazil",MX,CET
151.15907,LAX,Phoenix,"Los Angeles, Singapore",v2.6.91: Removed caching.,Port of LA,Singapore,JFK,99.033% uptime,-70.067597,EXD-8442,Hello {{name}},JFK,Spouse,23.5%,"28.402582, -63.080066",david.rodriguez,Eiffel Tower,Shanghai,Child,United States,Italy,PST,Antarctica,-43.026611,Starry Night,Central Park,"Atlanta, United Kingdom",PA,Europe,Busan,type IN 'prod',60174.4,West End,JST,0.1468,Golden Gate Bridge,FR,99.3199,Technology,5145 Park Blvd,SIN,673,NC,57.77132,fp_f093c9db72174a88,KHS5MWF7OL9HE4JHB08C,1122.0,45.2874,voice_babe23e180046113.wav,4127 Main St,Eiffel Tower,"-28.535577, -140.831247",Hamburg,Sweden,5641 Pine Rd,BP 102/107 HR 68,JST,Houston,2022-06-20 03:44:15,Eiffel Tower,CDG,EST,7573 Elm St,ORD,ASCII,Asia,LAX,Statue of Liberty,2018-11-05,-21.377433,MX,ORD,"Chicago, Sweden",South America,BR,50.468124,Jan-Mar,North America,Netherlands,20794,snapshot,true,Portland,UTC,INV-832069,Oceania,e489888bc3b1ed60344b576c2d92a583e5a15c8920960b61c7a14f5942d83328,Europe/London,"18.363742, 70.929367","New York, Mexico",IN,America/New_York
-63.887946,JFK,Sydney,"Tokyo, Italy",v2.17.6: Removed authentication.,Hamburg,Shanghai,LAX,99.235% uptime,-56.523407,MDI-7209,{{date}} - {{event}},SFO,Sibling,97.55%,"-78.30416, -98.230569",james.robinson,Golden Gate Bridge,Port of LA,Parent,Japan,United Kingdom,Europe/London,Asia,17.32199,The Scream,Eiffel Tower,"Austin, United States",IL,Europe,Shanghai,type != '2024',51616.0,West End,PST,0.3958,Big Ben,BR,97.9018,Energy,4372 Elm St,CDG,404,CA,62.93415,fp_f7732940c92d12b8,XZJB8XDUX3X66K4P61DW,1407.5,-10.2112,voice_a7c8fad877f34d1e.wav,4184 Oak Ave,Statue of Liberty,"-67.521281, 54.947745",Busan,Italy,7885 Oak Ave,BP 180/89 HR 64,CET,Los Angeles,2025-05-14T06:55:02Z,Eiffel Tower,CDG,EST,5600 Main St,SIN,Latin-1,North America,SIN,Eiffel Tower,2022-06-15,5.45107,US,CDG,"Austin, Italy",Oceania,JP,59.446038,H2 2023,Africa,Japan,56236,update,NO,London,America/New_York,INV-116608,South America,53e78500ae6b053704b11d63ebe20b4f6fe88aac5ee802028d1a355f4aeeadab,UTC,"-32.072488, -174.995539","Dallas, France",DE,Europe/London
169.862128,NRT,Atlanta,"Paris, South Korea",v0.8.41: Removed API.,Busan,Singapore,NRT,99.882% uptime,19.003424,NDP-3080,Dear {{customer}},LHR,Parent,68.11%,"-82.644228, 32.94684",john.brown,Statue of Liberty,Shanghai,Child,France,United States,UTC,Asia,-59.035899,The Scream,Golden Gate Bridge,"Austin, Brazil",NY,South America,Port of LA,status IN '2024',70074.4,Midtown,PST,0.487,Golden Gate Bridge,US,98.6429,Manufacturing,9952 Pine Rd,LAX,487,NC,-83.943859,fp_a837669681bef4ba,Y1MNWZ1NFOXH5D40EKCX,1897.4,-63.503,voice_c273028f8f3f631f.wav,6615 Maple Dr,Big Ben,"15.014661, 114.402525",Singapore,Canada,2691 Park Blvd,BP 166/77 HR 87,UTC,San Francisco,2020-04-04T08:32:39Z,Central Park,NRT,Europe/London,9329 Elm St,ORD,Latin-1,Asia,SFO,Central Park,2025-09-17,3.222991,GB,ORD,"Atlanta, United Kingdom",Oceania,CA,-91.666899,H2 2023,Antarctica,Spain,36697,insert,YES,Austin,UTC,INV-534568,Europe,768d111b82c47de8715317d190bb70e995ce6293f1fa8e48895d2cc57acfd29f,JST,"-66.394808, 28.797153","New York, Italy",DE,UTC
-88.702724,ORD,San Francisco,"London, Australia",v4.15.27: Fixed bug in authentication.,Shanghai,Shanghai,JFK,99.39% uptime,-9.705396,WMY-4701,Dear {{customer}},SFO,Sibling,20.5%,"-72.86863, -159.4146",jennifer.thomas,Big Ben,Busan,Peer,Germany,France,America/New_York,Oceania,75.804086,Starry Night,Eiffel Tower,"Phoenix, Germany",NC,Oceania,Busan,type > '2024',18733.4,Midtown,Europe/London,0.3701,Central Park,MX,95.7297,Healthcare,7573 Elm St,SFO,357,IL,-51.407491,fp_fe7284e1639ca784,4GNE8OEB7TEFA0QL0NE5,530.2,-21.7017,voice_68828cdcea4d2916.wav,6381 Cedar Ln,Eiffel Tower,"-23.42722, -40.488985",Hamburg,Singapore,583 Elm St,BP 178/99 HR 99,America/New_York,London,2025-04-23T09:48:16Z,Central Park,LHR,America/New_York,4838 Cedar Ln,LAX,Latin-1,Antarctica,LHR,Eiffel Tower,2021-09-02,-58.125067,CA,ORD,"Austin, Spain",Oceania,AU,102.604972,H2 2023,North America,United States,15798,delete,YES,San Francisco,EST,INV-977085,South America,25836017fcc58cfd8516bf1d1f0b7359131978e59d77ffd73dba65d4b371ee41,America/New_York,"2.979449, 27.412416","Los Angeles, Singapore",FR,America/New_York
-73.012422,LHR,Houston,"Tokyo, Italy",v1.12.78: Improved API.,Rotterdam,Busan,SFO,99.287% uptime,62.82515,BNI-1119,Dear {{customer}},LAX,Peer,83.04%,"29.273212, 87.668272",patricia.harris,Statue of Liberty,Rotterdam,Child,Germany,United States,CET,Antarctica,-16.475182,The Persistence of Memory,Eiffel Tower,"Paris, Italy",CO,Asia,Busan,status != '2024',98936.5,North Shore,America/New_York,0.4635,Statue of Liberty,GB,96.3012,Retail,9102 Park Blvd,CDG,391,WA,55.275862,fp_644a8e63e599e940,Y7G4PHFCEW5ACUS2OKJB,1217.5,-51.5344,voice_0c8f264f2d6518df.wav,2081 Cedar Ln,Statue of Liberty,"-63.180037, 112.367563",Singapore,Brazil,9805 Elm St,BP 130/72 HR 55,America/New_York,Dallas,2020-02-09T16:57:03Z,Golden Gate Bridge,ORD,UTC,6779 Main St,CDG,ISO-8859-1,Oceania,JFK,Central Park,2026-01-20,54.617432,AU,CDG,"Boston, Sweden",Asia,IN,-51.029343,2020-2025,Antarctica,Japan,39296,delete,true,Portland,EST,INV-176361,Antarctica,0412dfab63966eabbfb99e52574d7c2fa5b30419eae39f7de56c1724a9f36cea,CET,"7.873686, 15.226476","Phoenix, Israel",BR,EST
